obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_latin_america_and_caribbean,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,freedom_index,mean_age,method_ols,method_hurdle,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,marriage_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,effect_w,se_w,se_precision_w,t_w,significant_w,X
41,2,Bartolj et al. (2013),4.525447279814765,1.944030169497892,2.3278688524590163,2.581417110316873,6.469477449312657,0.00759015138213388,0.0032605579880997655,306.6959715636876,1,0,0,0,0,1,0,94065,7,94057,48,16,6.28,0,1,0,0,0,1,0,0,1,0,1,2004,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,10169,996,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
42,2,Bartolj et al. (2013),7.400535251022333,0.37951462825755555,19.5,7.021020622764778,7.780049879279889,0.06345457583080064,0.0032540808118359296,307.3064431475526,1,0,0,0,0,1,0,94065,7,94057,48,18,6.28,0,1,0,0,0,1,0,0,1,0,1,2004,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,10169,996,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
43,2,Bartolj et al. (2013),9.709691975015321,1.010318442088122,9.610526315789476,8.699373532927199,10.720010417103444,0.03132120637209062,0.0032590521416742692,306.837680567538,1,0,0,0,0,1,0,94065,7,94057,48,20,6.28,0,1,0,0,0,1,0,0,1,0,1,2004,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,10169,996,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
44,2,Bartolj et al. (2013),7.291309091532372,5.625195475593979,1.2961876832844574,1.666113615938393,12.916504567126351,0.0042263791024517265,0.003260622791710495,306.6898761004515,1,0,0,0,0,1,0,94065,7,94057,48,22,6.28,0,1,0,0,0,1,0,0,1,0,1,2004,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,10169,996,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
45,2,Bartolj et al. (2013),5.73184862467544,1.4172153192878836,4.044444444444444,4.314633305387556,7.1490639439633235,0.013186378938327706,0.0032603684188172903,306.7138039457373,1,0,0,0,0,1,0,94065,7,94057,48,16,6.28,0,1,0,0,0,1,0,0,1,0,1,2006,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,10461,1029,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
46,2,Bartolj et al. (2013),6.498652656427617,0.28102281757524833,23.124999999999996,6.2176298388523685,6.7796754740028655,0.07518913272080249,0.003251421955494162,307.55774356208303,1,0,0,0,0,1,0,94065,7,94057,48,18,6.28,0,1,0,0,0,1,0,0,1,0,1,2006,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,10461,1029,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
47,2,Bartolj et al. (2013),6.752875947703951,0.5937873678153475,11.372549019607842,6.1590885798886035,7.346663315519299,0.03705645487844918,0.0032584124117257035,306.89792255928256,1,0,0,0,0,1,0,94065,7,94057,48,20,6.28,0,1,0,0,0,1,0,0,1,0,1,2006,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,10461,1029,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
48,2,Bartolj et al. (2013),6.9646498615203445,0.11454466158802969,60.802919708029194,6.850105199932314,7.079194523108375,0.19447204297233547,0.003198399746363741,312.6563529580377,1,0,0,0,0,1,0,94065,7,94057,48,22,6.28,0,1,0,0,0,1,0,0,1,0,1,2006,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,10461,1029,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
49,2,Bartolj et al. (2013),4.525447279814765,1.1472964934741658,3.944444444444444,3.378150786340599,5.67274377328893,0.01286039670303234,0.003260382262740594,306.7125016069206,1,0,0,0,0,1,0,94065,7,94057,48,16,6.28,0,1,0,0,0,1,0,0,1,0,1,2008,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,11381,1040,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
50,2,Bartolj et al. (2013),6.389598804353258,0.22882860731843624,27.923076923076923,6.160770197034822,6.618427411671695,0.09067238931490942,0.0032472205539774723,307.9556757470985,1,0,0,0,0,1,0,94065,7,94057,48,18,6.28,0,1,0,0,0,1,0,0,1,0,1,2008,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,11381,1040,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
51,2,Bartolj et al. (2013),6.772169800929095,0.38398900933103125,17.636363636363633,6.388180791598064,7.156158810260127,0.057411193354901205,0.0032552738500201722,307.19381719415196,1,0,0,0,0,1,0,94065,7,94057,48,20,6.28,0,1,0,0,0,1,0,0,1,0,1,2008,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,11381,1040,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
52,2,Bartolj et al. (2013),5.6790961885834434,0.5996561192914195,9.470588235294118,5.079440069292024,6.278752307874863,0.030865578564325355,0.0032590983577237957,306.83332941765383,1,0,0,0,0,1,0,94065,7,94057,48,22,6.28,0,1,0,0,0,1,0,0,1,0,1,2008,0,0,0,1,NA,NA,0.46172000000000002,0.53827999999999998,0.52400000000000002,0.47599999999999998,1,0,NA,NA,Slovenia,1,0,0,0,0,0,0,1,0,0,11381,1040,0.95,27.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.03,16,1,0,34,NA,NA,NA,NA,NA,X
53,3,Salas-Velasco (2006),7.75,0.5923717801727433,13.083,7.157628219827257,8.342371780172744,0.33914218547776914,0.025922356147502035,38.57674025886583,1,0,0,0,0,1,0,1321,3,1317,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
54,3,Salas-Velasco (2006),13.07,1.8607630979498861,7.024,11.209236902050113,14.930763097949887,0.19002277488018446,0.027053356332600295,36.963990260793004,1,0,0,0,0,1,0,1321,3,1317,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
55,3,Salas-Velasco (2006),7.2,0.5999000166638894,12.002,6.6000999833361105,7.79990001666389,0.31507412029987036,0.026251801391423957,38.09262401043016,1,0,0,0,0,1,0,1321,13,1307,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
56,3,Salas-Velasco (2006),12.06,1.811626858945471,6.657,10.248373141054529,13.871626858945472,0.1810923705757776,0.027203300371905898,36.760245497003964,1,0,0,0,0,1,0,1321,13,1307,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
57,3,Salas-Velasco (2006),7.87,0.5824021312809887,13.513,7.287597868719011,8.452402131280989,0.3490669595738157,0.025831936622054,38.71177041934404,1,0,0,0,0,1,0,1321,4,1316,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
58,3,Salas-Velasco (2006),7.27,0.5918749491166653,12.283,6.6781250508833345,7.861874949116665,0.32180570593240293,0.026199275904290723,38.16899381697139,1,0,0,0,0,1,0,1321,14,1306,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
59,3,Salas-Velasco (2006),7.772,0.6004790234103377,12.943,7.171520976589663,8.372479023410339,0.33603774798577535,0.02596289484553622,38.51650618890555,1,0,0,0,0,1,0,1321,4,1316,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
60,3,Salas-Velasco (2006),12.96,1.8861883277543299,6.871,11.073811672245672,14.84618832775433,0.18678295696006994,0.027184246392092843,36.786011485345895,1,0,0,0,0,1,0,1321,14,1306,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
61,3,Salas-Velasco (2006),7.18,0.6022479449756751,11.922,6.577752055024325,7.7822479449756745,0.3122125717232538,0.026187935893579414,38.18552191603514,1,0,0,0,0,1,0,1321,4,1316,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
62,3,Salas-Velasco (2006),11.97,1.8274809160305345,6.55,10.142519083969466,13.797480916030535,0.17834092719289177,0.02722762247219722,36.72740802180301,1,0,0,0,0,1,0,1321,14,1306,10,16.5299,12.6426,1,0,1,0,0,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.52160000000000006,0.47839999999999999,0.1552,0.8448,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,12986,1078,0.953,35.1725,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0.035,33,1,0,27,NA,NA,NA,NA,NA,X
63,4,Lillo-Bañuls & Casado-Díaz (2010),6.8,0.18,37.77777777777778,6.62,6.9799999999999995,0.26682149061827387,0.00706292181048372,141.58446416830895,1,0,0,0,0,1,0,18623,3,18619,5,10.45,18,1,0,1,0,0,0,0,1,0,0,1,2001,NA,NA,NA,NA,1,0,NA,NA,0.5,0.5,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,15116,1045,0.955,34.45,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.012,36,1,0,31,NA,NA,NA,NA,NA,X
64,4,Lillo-Bañuls & Casado-Díaz (2010),7.23,0.23,31.434782608695652,7,7.460000000000001,0.3172295332913128,0.010091672566666935,99.09160185230611,1,0,0,0,0,1,0,8840,8,8831,5,9.52,9,1,0,1,0,0,0,0,1,0,0,1,2001,NA,NA,NA,NA,1,0,NA,NA,0.5,0.5,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,15116,1045,0.955,24.52,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.012,36,1,0,31,NA,NA,NA,NA,NA,X
65,4,Lillo-Bañuls & Casado-Díaz (2010),6.4,0.27,23.703703703703702,6.130000000000001,6.67,0.23315395335818478,0.009836182407298421,101.66545907668433,1,0,0,0,0,1,0,9783,8,9774,5,11.33,27,1,0,1,0,0,0,0,1,0,0,1,2001,NA,NA,NA,NA,1,0,NA,NA,0.5,0.5,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,15116,1045,0.955,44.33,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.012,36,1,0,31,NA,NA,NA,NA,NA,X
66,4,Lillo-Bañuls & Casado-Díaz (2010),7.51,0.22,34.13636363636363,7.29,7.7299999999999995,0.3001204419599522,0.00879181055009181,113.74221433713188,1,0,0,0,0,1,0,11781,8,11772,5,10.01,18,1,0,1,0,0,0,0,1,0,0,1,2001,NA,NA,NA,NA,1,0,1,0,0.5,0.5,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,15116,1045,0.955,34.01,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.012,36,1,0,31,NA,NA,NA,NA,NA,X
67,4,Lillo-Bañuls & Casado-Díaz (2010),6.4,0.31,20.645161290322584,6.090000000000001,6.71,0.2423110506091063,0.011736941513878585,85.20107208658489,1,0,0,0,0,1,0,6842,8,6833,5,11.21,18,1,0,1,0,0,0,0,1,0,0,1,2001,NA,NA,NA,NA,1,0,0,1,0.5,0.5,1,0,NA,NA,Spain,1,0,0,0,0,0,0,1,0,0,15116,1045,0.955,35.21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.012,36,1,0,31,NA,NA,NA,NA,NA,X
68,5,Wincenciak (2020),8.12,0.07,115.99999999999997,8.049999999999999,8.19,0.11732222220965668,0.0010113984673246269,988.7299934764799,0,1,0,0,1,0,0,964279,147,964131,8,11.2394347826087,27.96604347826087,1,0,1,0,0,0,1,0,0,0,1,2006,NA,NA,NA,NA,NA,NA,0.47708695652173899,0.52291304347826095,0.4,0.6,1,0,NA,NA,Poland,1,0,0,0,0,0,0,1,0,0,5548,312,0.976,45.20547826086957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0.097,2,1,0,41,NA,NA,NA,NA,NA,X
69,5,Wincenciak (2020),7.19,0.1,71.9,7.090000000000001,7.29,0.07302975965960881,0.0010157129298972018,984.5301468213149,0,1,0,0,1,0,0,964279,148,964130,8,11.2394347826087,27.96604347826087,1,0,1,0,0,0,1,0,0,0,1,2006,NA,NA,NA,NA,NA,NA,0.47708695652173899,0.52291304347826095,0.4,0.6,1,0,NA,NA,Poland,1,0,0,0,0,0,0,1,0,0,5548,312,0.976,45.20547826086957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0.097,2,1,0,41,NA,NA,NA,NA,NA,X
70,5,Wincenciak (2020),7.4,0.07,105.71428571428571,7.33,7.470000000000001,0.1070442492936699,0.0010125807365617423,987.5755718951748,0,1,0,0,1,0,0,964279,148,964130,8,11.2394347826087,27.96604347826087,1,0,1,0,0,0,1,0,0,0,1,2006,NA,NA,NA,NA,NA,NA,0.47708695652173899,0.52291304347826095,0.4,0.6,1,0,NA,NA,Poland,1,0,0,0,0,0,0,1,0,0,5548,312,0.976,45.20547826086957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.097,2,1,0,41,NA,NA,NA,NA,NA,X
71,5,Wincenciak (2020),6.45,0.1,64.5,6.3500000000000005,6.55,0.06554765504121858,0.0010162427138173424,984.0168951801589,0,1,0,0,1,0,0,964279,149,964129,8,11.2394347826087,27.96604347826087,1,0,1,0,0,0,1,0,0,0,1,2006,NA,NA,NA,NA,NA,NA,0.47708695652173899,0.52291304347826095,0.4,0.6,1,0,NA,NA,Poland,1,0,0,0,0,0,0,1,0,0,5548,312,0.976,45.20547826086957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.097,2,1,0,41,NA,NA,NA,NA,NA,X
72,5,Wincenciak (2020),8.01,1.17,6.846153846153847,6.84,9.18,0.006944715156434736,0.0010143965958837253,985.8077245703065,0,1,0,0,1,0,0,971893,122,971770,8,11.2394347826087,27.96604347826087,1,0,1,0,0,0,1,0,0,0,1,2006,NA,NA,NA,NA,NA,NA,0.47708695652173899,0.52291304347826095,0.4,0.6,1,0,NA,NA,Poland,1,0,0,0,0,0,0,1,0,0,5548,312,0.976,45.20547826086957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.097,2,1,0,41,NA,NA,NA,NA,NA,X
73,5,Wincenciak (2020),7.09,0.85,8.341176470588236,6.24,7.9399999999999995,0.008494622170015807,0.00101839616988906,981.9361360215406,0,1,0,0,1,0,0,964279,149,964129,8,11.2394347826087,27.96604347826087,1,0,1,0,0,0,1,0,0,0,1,2006,NA,NA,NA,NA,NA,NA,0.47708695652173899,0.52291304347826095,0.4,0.6,1,0,NA,NA,Poland,1,0,0,0,0,0,0,1,0,0,5548,312,0.976,45.20547826086957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.097,2,1,0,41,NA,NA,NA,NA,NA,X
74,5,Wincenciak (2020),7.08,0.85,8.329411764705883,6.23,7.93,0.008482646300127737,0.001018396801569008,981.9355269570126,0,1,0,0,1,0,0,964279,150,964128,8,11.2394347826087,27.96604347826087,1,0,1,0,0,0,1,0,0,0,1,2006,NA,NA,NA,NA,NA,NA,0.47708695652173899,0.52291304347826095,0.4,0.6,1,0,NA,NA,Poland,1,0,0,0,0,0,0,1,0,0,5548,312,0.976,45.20547826086957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.097,2,1,0,41,NA,NA,NA,NA,NA,X
75,5,Wincenciak (2020),6.22,0.9,6.9111111111111105,5.319999999999999,7.12,0.0070383359948511404,0.0010184087452356956,981.9240110399531,0,1,0,0,1,0,0,964279,151,964127,8,11.2394347826087,27.96604347826087,1,0,1,0,0,0,1,0,0,0,1,2006,NA,NA,NA,NA,NA,NA,0.47708695652173899,0.52291304347826095,0.4,0.6,1,0,NA,NA,Poland,1,0,0,0,0,0,0,1,0,0,5548,312,0.976,45.20547826086957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0.097,2,1,0,41,NA,NA,NA,NA,NA,X
76,6,Okuwa (2004),1.6,2.533008263939461,0.63166,-0.933008263939461,4.133008263939461,0.021204298527480476,0.03356916462571712,29.789242930218954,1,0,0,1,0,0,0,894,6,887,4,12,24.47,0,1,0,0,1,0,0,1,0,1,0,1995,0,0,1,0,0.76400000000000001,0.23599999999999999,0.67300000000000004,0.32700000000000001,0.30230000000000001,0.69769999999999999,0,1,NA,NA,Nigeria,0,0,0,0,0,0,1,0,1,0,994,44,0.674,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,65,1,0,25,NA,NA,NA,NA,NA,X
77,6,Okuwa (2004),12.7,2.2898561177022105,5.5462,10.410143882297788,14.98985611770221,0.18307577644744008,0.03300922729931125,30.294559485821875,1,0,0,1,0,0,0,894,6,887,4,15,17.32,0,1,0,0,1,0,0,1,0,1,0,1995,0,0,0,1,0.75600000000000001,0.24399999999999999,0.68300000000000005,0.317,0.41139999999999999,0.58860000000000001,0,1,NA,NA,Nigeria,0,0,0,0,0,0,1,0,1,0,994,44,0.674,37.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,65,1,0,25,NA,NA,NA,NA,NA,X
78,6,Okuwa (2004),10.7,0.8209046829926963,13.0344,9.879095317007303,11.520904682992695,0.4009359535897953,0.030759831951589284,32.50993053453052,1,0,0,1,0,0,0,894,6,887,4,17,17.32,0,1,0,0,1,0,0,1,0,1,0,1995,0,0,0,1,0.75600000000000001,0.24399999999999999,0.68300000000000005,0.317,0.41139999999999999,0.58860000000000001,0,1,NA,NA,Nigeria,0,0,0,0,0,0,1,0,1,0,994,44,0.674,37.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,65,1,0,25,NA,NA,NA,NA,NA,X
79,6,Okuwa (2004),16.7,0.8292779819247194,20.138,15.87072201807528,17.529277981924718,0.5601373096350514,0.027814942379335152,35.95189903190094,1,0,0,1,0,0,0,894,6,887,4,18,17.32,0,1,0,0,1,0,0,1,0,1,0,1995,0,0,0,1,0.75600000000000001,0.24399999999999999,0.68300000000000005,0.317,0.41139999999999999,0.58860000000000001,0,1,NA,NA,Nigeria,0,0,0,0,0,0,1,0,1,0,994,44,0.674,37.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,65,1,0,25,NA,NA,NA,NA,NA,X
80,7,Webbink (2004),4.60282639925953,0.06137101865679373,75,4.541455380602736,4.6641974179163235,0.28534648402565804,0.0038046197870087737,262.8383533657141,1,0,0,0,0,0,1,63471,11,63459,3,17,9.675,0,1,0,0,1,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.66725000000000001,0.33274999999999999,NA,NA,1,0,NA,NA,Netherlands,1,0,0,0,0,0,0,1,0,0,17971,1451,0.939,34.975,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,25,NA,NA,NA,NA,NA,X
81,7,Webbink (2004),4.60282639925953,0.07775044593343801,59.2,4.525075953326092,4.6805768451929675,0.2812307433644853,0.004750519313589278,210.5033016368152,1,0,0,0,0,0,1,40819,11,40807,3,17,9.675,0,1,0,0,1,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.66725000000000001,0.33274999999999999,NA,NA,1,0,NA,NA,Netherlands,1,0,0,0,0,0,0,1,0,0,17971,1451,0.939,34.975,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,25,NA,NA,NA,NA,NA,X
82,7,Webbink (2004),4.60282639925953,0.09221021167130945,49.91666666666666,4.51061618758822,4.695036610930839,0.31487260047577154,0.006307965284990416,158.52972469259862,1,0,0,0,0,0,1,22652,11,22640,3,17,9.675,0,1,0,0,1,0,0,1,0,1,0,1997,0,0,0,1,1,0,0.66725000000000001,0.33274999999999999,NA,NA,1,0,NA,NA,Netherlands,1,0,0,0,0,0,0,1,0,0,17971,1451,0.939,34.975,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,25,NA,NA,NA,NA,NA,X
