Study title,Link,Citation,
Workers' Ability Index and Optimal Level of Schooling in Malaysian Service Sector,https://www.researchgate.net/profile/Chung-Khain-Wye/publication/338777807_Workers'_Ability_Index_and_Optimal_Level_of_Schooling_in_Malaysian_Service_Sector/links/5e29d51a4585150ee77de51d/Workers-Ability-Index-and-Optimal-Level-of-Schooling-in-Malaysian-Service-Sector.pdf,"Ismail, Rahmah, Chung-Khain Wye, and Noor Shakira Lukman. ""Workers' Ability Index and Optimal Level of Schooling in Malaysian Service Sector."" Journal of Economic Cooperation & Development 40, no. 3 (2019): 37-68.", 
The effect of language deficiency on immigrant labor market outcomes in Germany,https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.461222.de/032_soep2014abstract_isphording_otten_sinning.pdf,"Isphording, Ingo E., Sebastian Otten, and Mathias Sinning. ""The effect of language deficiency on immigrant labor market outcomes in Germany."" In 11th SOEP User Conference (Berlin: DIW). 2014.", 
Estimates of the Return to Schooling and Variations Between Countries and Ability Groups,https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=9061203&fileOId=9061205,"Sandberg, David. ""Estimates of the Return to Schooling and Variations Between Countries and Ability Groups."" (2021).", 
Returns to Education and Skills in the UK for the 1970 Cohort,https://ueaeprints.uea.ac.uk/id/eprint/34232/1/Returns_to_Education_and_Skills_in_the_UK_for_the_1970_Cohort.pdf,"Aldrich, Matthew Kevin. ""Returns to Education and Skills in the UK for the 1970 Cohort."" PhD diss., University of East Anglia, 2010.", 
"The policy irrelevance of the economics of education: is 'normative as positive'just useless, or worse",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d5047700f8e28e5723cc4298114b0b50f23e93a0,"Pritchett, Lant. ""The policy irrelevance of the economics of education: is ‘normative as positive’just useless, or worse."" What works in Development (2009): 130-73.", 
Essays on overeducation,https://leicester.figshare.com/articles/thesis/Essays_on_Overeducation/10180697/files/18347720.pdf,"Kyrizi, Andri. ""Essays on overeducation."" PhD diss., University of Leicester, 2014.", 
Will ASEAN mutual recognition arrangements induce skilled workers to move? A case study of the engineering labor market in Thailand,https://www.elgaronline.com/abstract/edcoll/9781788116169/9781788116169.00016.xml,"Paweenawat, Sasiwimon Warunsiri, and Jessica Vechbanyongratana. ""Will ASEAN mutual recognition arrangements induce skilled workers to move? A case study of the engineering labor market in Thailand."" In Skilled Labor Mobility and Migration, pp. 241-266. Edward Elgar Publishing, 2019.", 
Self-employment: new empirical evidence on human capital and business cycles,https://core.ac.uk/download/pdf/60675592.pdf,"Iglesias Garrido, Jesús. ""Self-employment: new empirical evidence on human capital and business cycles."" (2014).", 
Effects of education on Sub Saharan Africa,https://gupea.ub.gu.se/handle/2077/29992,"Wong, Wei Pei Juliana. ""Effects of education on Sub Saharan Africa."" (2012).", 
"Changes in economic returns to higher education in urban China, 2003–2017",https://lup.lub.lu.se/student-papers/record/9049925/file/9049930.pdf,"Song, Minrui. ""Changes in economic returns to higher education in urban China, 2003–2017."" (2021).", 
Rates of return to education in Sri Lanka,https://www.econstor.eu/handle/10419/210846,"Bandara, Nirodha, Simon Appleton, and Trudy Owens. Rates of return to education in Sri Lanka. No. 18/08. CREDIT Research Paper, 2018.", 
"Ability, parental background and education policy: empirical evidence from a social experiment",https://www.econstor.eu/handle/10419/71483,"Meghir, Costas, and M?rten Palme. Ability, parental background and education policy: empirical evidence from a social experiment. No. 03/05. IFS Working Papers, 2003.", 
A macroeconomic perspective on education and inequality,https://www.econstor.eu/handle/10419/63716,"Asplund, Rita. A macroeconomic perspective on education and inequality. No. 906. ETLA Discussion Papers, 2004.", 
The Economic Value of Education: Three Statistical Approaches,https://etheses.whiterose.ac.uk/19610/,"Requena Casado, Laura. ""The Economic Value of Education: Three Statistical Approaches."" PhD diss., University of Sheffield, 2017.", 
Effective Tax and Subsidy Rates on Human Capital in Canada,https://economics.uwo.ca/people/davies_docs/EffectiveTaxAndSubsidy_Dec2010.pdf,"Davies, James. ""Effective Tax and Subsidy Rates on Human Capital in Canada."" (2010).", 
"Revenue Generation, Higher Education Institutions",https://link.springer.com/content/pdf/10.1007/978-94-017-8905-9_536.pdf,"Alstete, Jeffrey W. ""Revenue Generation, Higher Education Institutions."" In The International Encyclopedia of Higher Education Systems and Institutions, pp. 2489-2495. Dordrecht: Springer Netherlands, 2020.", 
Research on Higher Education and Europeanization,https://link.springer.com/content/pdf/10.1007/978-94-017-8905-9_142.pdf,"Ertl, Hubert, and Katri Eeva. ""Research on Higher Education and Europeanization."" In The International Encyclopedia of Higher Education Systems and Institutions, pp. 2462-2467. Dordrecht: Springer Netherlands, 2020.", 
2011-04 Effective Tax and Subsidy Rates on Human Capital in Canada,https://ir.lib.uwo.ca/cgi/viewcontent.cgi?article=1066&context=economicscibc,"Burbidge, John B., Kirk A. Collins, James B. Davies, and Lonnie Magee. ""2011-04 Effective Tax and Subsidy Rates on Human Capital in Canada."" (2011).", 
"New Modes of Student Mobility, Work Experience and Service Learning",https://link.springer.com/content/pdf/10.1007/978-94-017-8905-9_233.pdf,"Brandenburg, Uwe. ""New Modes of Student Mobility, Work Experience and Service Learning."" In The International Encyclopedia of Higher Education Systems and Institutions, pp. 2089-2092. Dordrecht: Springer Netherlands, 2020.", 
Measuring family effects on future returns to childhood ability,https://dare.uva.nl/document/2/35583,"Plug, Erik JS. Measuring family effects on future returns to childhood ability. SCHOLAR, 2000.", 
Non-university higher education,https://link.springer.com/content/pdf/10.1007/978-94-017-8905-9_26.pdf,"Seeber, Marco. ""Non-university higher education."" In The International Encyclopedia of Higher Education Systems and Institutions, pp. 2124-2128. Dordrecht: Springer Netherlands, 2020.", 
"The Role of Agriculture and Human Capital in Economic Growth: Farmers, Schooling, and Health",None,"Orazem, Peter, and Wallace Huffman. ""The Role of Agriculture and Human Capital in Economic Growth: Farmers, Schooling, and Health."" (2004).", 
College for All?: Is There Too Much Emphasis on Getting a 4-year College Degree?,https://books.google.com/books?hl=en&lr=&id=a6h7cJ8f89YC&oi=fnd&pg=PP15&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=_PyLmVZR6_&sig=tARGv9GYqAluUGCwQ0q_jvrP7WA,"Boesel, David. College for All?: Is There Too Much Emphasis on Getting a 4-year College Degree?. National Library of Education, Office of Educational Research and Improvement, US Department of Education, 1999.", 
How Large Are Human-Capital,http://masteringmetrics.com/wp-content/uploads/2015/02/AA2000.pdf,"Acemoglu, Daron, and Joshua Angrist. ""How Large Are Human-Capital.""", 
Overeducation among Dutch higher vocational education graduates and its consequences for their wages,https://thesis.eur.nl/pub/9448/DannyGroenenberg.pdf,"Groenenberg, Danny. ""Overeducation among Dutch higher vocational education graduates and its consequences for their wages."" (2013).", 
Daron Acemoglu and Joshua Angrist,https://books.google.com/books?hl=en&lr=&id=DnyGxWBicB4C&oi=fnd&pg=PA9&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=HFZM9dOfrk&sig=eTL-CO7Kds4NBKOYWM-fnYS6Gzk,"Human-Capital, How Large Are, and Compulsory Schooling Laws. ""Daron Acemoglu and Joshua Angrist."" Nber Macroeconomics Annual 2000 (2001): 9.", 
"Human capital and payment systems in Britain, 1833-1914",https://eprints.lse.ac.uk/22453/1/09_92.pdf,"Baines, Dudley, Peter Howlett, and Paul Johnson. ""Human capital and payment systems in Britain, 1833-1914."" (1992).", 
The labor market consequences of dropping out of high school.,https://search.proquest.com/openview/47a01ae575a88f4b8cea12c94d88c68c/1?pq-origsite=gscholar&cbl=18750&diss=y,"King, Randall Howard. The labor market consequences of dropping out of high school. The Ohio State University, 1978.", 
The role of family risk attitudes in education and intergenerational mobility: An empirical analysis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2197844,"Huebener, Mathias. ""The role of family risk attitudes in education and intergenerational mobility: An empirical analysis."" (2012).", 
Human capital and incentives in the creation of inventions: A study of Finnish inventors,https://aaltodoc.aalto.fi/handle/123456789/11545,"Väänänen, Lotta. Human capital and incentives in the creation of inventions: A study of Finnish inventors. Helsinki School of Economics, 2010.", 
Three Essays on the Economics of Human Capital,https://search.proquest.com/openview/775ff19fba04696b33f59eeaeef579f1/1?pq-origsite=gscholar&cbl=18750&diss=y,"Zimmer, Stephen. ""Three Essays on the Economics of Human Capital."" PhD diss., George Mason University, 2022.", 
Education in Cambodia: Rate of return and personal equity finance,https://core.ac.uk/download/pdf/43397176.pdf,"Humphreys, John. ""Education in Cambodia: Rate of return and personal equity finance."" (2016).", 
"Factors affecting labour productivity, skilled labour and returns to education in Malaysia",http://psasir.upm.edu.my/id/eprint/70206/1/FEP%202014%2023%20-%20IR.pdf,"Yunus, NORHANISHAH MOHAMAD. ""Factors affecting labour productivity, skilled labour and returns to education in Malaysia."" Serdang: Universiti Putra Malaysia (2014).", 
Where are the returns to lifelong learning?,https://link.springer.com/article/10.1007/s00181-018-1433-8,"Coelli, Michael, and Domenico Tabasso. ""Where are the returns to lifelong learning?."" Empirical Economics 57 (2019): 205-237.", 
Parametric and semi-parametric estimations of the return to schooling in South Africa,https://www.academia.edu/download/3452578/up.26737.1082084771.pdf,"Bhalotra, Sonia, and Claudia Sanhueza. ""Parametric and semi-parametric estimations of the return to schooling in South Africa."" In Conference Understanding Poverty and Growth in Sub-Saharan Africa, Oxford University. 2002.", 
The economic return to investment in human capital in Turkey: 1968–1994,https://search.proquest.com/openview/10a5f6f03374d7cf6a82a640d3bd2a9e/1?pq-origsite=gscholar&cbl=18750&diss=y,"Kara, Orhan. The economic return to investment in human capital in Turkey: 1968–1994. The University of Wisconsin-Madison, 2000.", 
"Estimating returns to schooling in Indonesia: Evidence from the Indonesia Family Life Survey, 1993–2000",https://search.proquest.com/openview/f0b120f2c42ad2b38ecd04d59e50d5fb/1?pq-origsite=gscholar&cbl=18750&diss=y,"Pattinasarany, Gregorius Daan Vincent. Estimating returns to schooling in Indonesia: Evidence from the Indonesia Family Life Survey, 1993–2000. Michigan State University, 2003.", 
The over-education wage penalty among PhD holders: a European perspective,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4158730,"Rycx, François, Giulia Santosuosso, and Guillaume Vermeylen. ""The over-education wage penalty among PhD holders: a European perspective."" (2022).", 
Essays on the influence of selection and school quality on earnings and educational attainment,https://search.proquest.com/openview/b9328b90006a5e21e05d3c96afbb4589/1?pq-origsite=gscholar&cbl=18750&diss=y,"Bedi, Arjun Singh. ""Essays on the influence of selection and school quality on earnings and educational attainment."" PhD diss., Tulane University, Graduate Program in Biomedical Sciences, 1996.", 
EENEE Report,http://www.education-economics.org/de/dms/EENEE/Analytical_Reports/EENEE_AR17.pdf,"Brunello, Giorgio, and Maria De Paola. ""EENEE Report."" (2013).", 
and training,https://library.bsl.org.au/jspui/bitstream/1/4003/1/Individual%20returns%20to%20vocational%20education%20and%20trianing%20qualifications_CRyan_NCVER_2002.pdf,"Ryan, Chris. ""and training."" (2002).", 
Los rendimientos de la educación en México,https://www.econstor.eu/handle/10419/83779,"Morales-Ramos, Eduardo. Los rendimientos de la educación en México. No. 2011-07. Working Papers, 2011.", 
Wage returns to training: evidence from Finland,https://www.researchgate.net/profile/Erkki-Laukkanen-3/publication/263931394_Wage_Returns_to_Training_Evidence_from_Finland/links/00b7d53c624bf64470000000/Wage-Returns-to-Training-Evidence-from-Finland.pdf,"Laukkanen, Erkki. Wage returns to training: evidence from Finland. Labour Institute for Economic Research, 2010.", 
The role of government in post-secondary education in Ontario,https://www.researchgate.net/profile/W-Craig-Riddell/publication/242621894_The_Role_of_Government_in_Post-Secondary_Education_in_Ontario/links/541911470cf2218008bf4f9c/The-Role-of-Government-in-Post-Secondary-Education-in-Ontario.pdf,FAILED_TO_RETRIEVE, 
7. Intra-Household Distribution of Expenditures in Rural Ethiopia: A Demand Systems Approach,https://books.google.com/books?hl=en&lr=&id=x1tq4ejv8yUC&oi=fnd&pg=PA89&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=iTrW__hAMd&sig=IMdHv381IY9icEp_2mIJlt4HZwc,"Kebede, Bereket. ""7. Intra-Household Distribution of Expenditures in Rural Ethiopia: A Demand Systems Approach."" Poverty, Income Distribution and Labour Markets in Ethiopia (2005): 89.", 
"Three Essays on Returns to Education, Health and the Spatial Wage Curve in Turkey",https://search.proquest.com/openview/c7b1b94da1cdc6a7df22981d369699cc/1?pq-origsite=gscholar&cbl=18750,"Karatas, Haci Mevlut. ""Three Essays on Returns to Education, Health and the Spatial Wage Curve in Turkey."" PhD diss., Syracuse University, 2017.", 
Gender differentials in the payoff to schooling in China,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1675690,"Ren, Vivian, and Paul W. Miller. ""Gender differentials in the payoff to schooling in China."" (2010).", 
THE HIGHER EDUCATION ROLE IN BUILDING HUMAN CAPITAL. IMPACT EVALUATION OF HIGHER EDUCATION CAPACITY BUILDING INTERVENTIONS …,https://www.academia.edu/download/55447672/Escarre_Thesis.pdf,"Urue?a, Roberto Escarré. ""THE HIGHER EDUCATION ROLE IN BUILDING HUMAN CAPITAL. IMPACT EVALUATION OF HIGHER EDUCATION CAPACITY BUILDING INTERVENTIONS IN DEVELOPING COUNTRIES."" PhD diss., Doctoral thesis. University of Alicante, Spain, 2015.", 
Essays on the Microeconomics of Development in the Middle East and North Africa,https://search.proquest.com/openview/b34f8ed8a548bc3f72e0f4a47c73d3a3/1?pq-origsite=gscholar&cbl=18750,"Krafft, Caroline Gould. ""Essays on the Microeconomics of Development in the Middle East and North Africa."" PhD diss., University of Minnesota, 2015.", 
Trade liberalisation does not always raise wage premia: evidence from Ugandan districts,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2097481,"Cal?, Massimiliano. ""Trade liberalisation does not always raise wage premia: evidence from Ugandan districts."" (2012).", 
"Analysis of Two-year Colleges: Transfer, Retention and Graduation",https://uknowledge.uky.edu/gradschool_diss/829/,"Patel, Darshak P. ""Analysis of Two-year Colleges: Transfer, Retention and Graduation."" (2011).", 
Governance and management of research universities: funding and budgeting as instruments of change,https://www.researchgate.net/profile/Marcel-Herbst/publication/316620940_Governance_and_Management_of_Research_Universities_Funding_and_Budgeting_as_Instruments_of_Change/links/5d4944b692851cd046a59f97/Governance-and-Management-of-Research-Universities-Funding-and-Budgeting-as-Instruments-of-Change.pdf,"Herbst, Marcel. Governance and management of research universities: funding and budgeting as instruments of change. CEST, Center for Science and Technology Studies, 2004.", 
Over-education and long-term unemployment,https://legacy.iza.org/en/papers/summerschool/3_decreuse.pdf,"Decreuse, Bruno. ""Over-education and long-term unemployment."" unpublished paper, Universit? de la M?diterran?e (2000).", 
ECONOMY,,"Canton, Erik, Anna Thum-Thysen, and Peter Voigt. ""ECONOMY."" (2018).", 
Impact of United States income tax on education: A panel study,https://search.proquest.com/openview/9b0240a071eb6249a388e2a5e3a353a3/1?pq-origsite=gscholar&cbl=18750&diss=y,"Khaleque, Farzana. Impact of United States income tax on education: A panel study. University of Illinois at Urbana-Champaign, 1994.", 
"Of Metaphors, Tribes and Territories",https://www.economix.fr/uploads/source/doc/workshops/2008_history_economics/Teixeira.pdf,"Teixeira, Pedro. ""Of Metaphors, Tribes and Territories.""", 
,,"Zhao, Yongchao. ""The Effects of Education and Cognitive Skills on Employability and Earnings for Labor Market Entrants: Evidence from Large-Scale Worldwide Survey Data."" PhD diss., City University of New York, 2022.", 
"Investment in education, technological change, and the structure of wage differentials in developing countries: the case of Korea",https://search.proquest.com/openview/b0dd59bcebc23e9c1c41e53a7b00c7da/1?pq-origsite=gscholar&cbl=18750&diss=y,"Choi, Kang-shik. Investment in education, technological change, and the structure of wage differentials in developing countries: the case of Korea. Yale University, 1993.", 
Graduate winners,https://grattan.edu.au/wp-content/uploads/2014/04/162_graduate_winners_report.pdf,"Norton, Andrew. ""Graduate winners."" Assessing the Public and Private (2012).", 
The determination of wages: from the Mincer equation to the scarring effects,http://157.138.7.91/handle/10579/2028,"Spinazze, Marco. ""The determination of wages: from the Mincer equation to the scarring effects."" (2012).", 
Commentary: Human capital and economic growth,https://www.kansascityfed.org/documents/6910/FullPub_JH92.pdf#page=253,"Katz, Lawrence F. ""Commentary: Human capital and economic growth."" In Policies for long-run growth: A symposium sponsored by the Federal Reserve Bank of Kansas City, pp. 217-24. 1992.", 
Wages and on-the-job training in Tunisia,https://www.tandfonline.com/doi/abs/10.1080/17938120.2017.1366771,"Muller, Christophe, and Christophe J. Nordman. ""Wages and on-the-job training in Tunisia."" Middle East Development Journal 9, no. 2 (2017): 294-318.", 
Long-term outcomes from Australian vocational education,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2870762,"Polidano, Cain, and Chris Ryan. ""Long-term outcomes from Australian vocational education."" (2016).", 
"Hoover, Dale. ""The Economics of Public Primary and Secondary Education with Special Emphasis on Rural People and Rural Economic Development: An Annotated Guide to the Literature.""",The Economics of Public Primary and Secondary Education with Special Emphasis on Rural People and Rural Economic Development: An Annotated Guide to …,, 
Are the Children of Uneducated Farmers Doubly Disadvantaged?,https://documents.worldbank.org/curated/en/795151468186250534/pdf/Are0the0childr0ility0in0rural0China.pdf,"Farm, Nonfarm. ""Are the Children of Uneducated Farmers Doubly Disadvantaged?."" (2015).", 
The effect of educational mismatch on wages using European panel data,https://www.econstor.eu/handle/10419/97350,"Iriondo, I?aki, and Teodosio Pérez-Amaral. The effect of educational mismatch on wages using European panel data. No. 700. Working Paper, 2013.", 
Essays on development: Labor markets in rural Philippines,https://search.proquest.com/openview/98197de05dd7c6e619f535952d7ad671/1?pq-origsite=gscholar&cbl=18750&diss=y,"Maluccio, John Anthony. Essays on development: Labor markets in rural Philippines. Yale University, 1997.", 
"Are the children of uneducated farmers doubly disadvantaged? Farm, nonfarm and intergenerational educational mobility in rural China Emran, M. Shahe, and Yan Sun. ""Are the children of uneducated farmers doubly disadvantaged? Farm, nonfarm and intergenerational educational mobility in rural China."" Farm, Nonfarm and Intergenerational Educational Mobility in Rural China (October 26, 2015). World Bank Policy Research Working Paper 7459 (2015).",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2680471,, 
"Private monies, public universities: Implications for access and university behavior. A study of Makerere University",https://search.proquest.com/openview/4895a76f8d60aa5448783c799271000b/1?pq-origsite=gscholar&cbl=18750&diss=y,"Carrol, Bidemi. Private monies, public universities: Implications for access and university behavior. A study of Makerere University. Stanford University, 2005.", 
Does Obesity Hurt your Wages more in Helsinki! than in Madrid? Evidence from ECHP,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=73445ea3eeaf7cf094332d4b905d43133be3d2fe,"Béatrice dlHombres, Giorgio Brunello. ""Does Obesity Hurt your Wages more in Helsinki! than in Madrid? Evidence from ECHP.""", 
Essays in Labor Economics,https://search.proquest.com/openview/81ab3c20552b9ada8981a2c65efbb86a/1?pq-origsite=gscholar&cbl=18750,"McAdams, John M. Essays in Labor Economics. University of California, San Diego, 2013.", 
"Are the Children of Uneducated Farmers Doubly Disadvantaged? Economic Reform, Structural Change and Intergenerational Educational Mobility in Rural …",,"Emran, M. Shahe, and Yan Sun. ""Are the Children of Uneducated Farmers Doubly Disadvantaged? Economic Reform, Structural Change and Intergenerational Educational Mobility in Rural China.""", 
Does Obesity Hurt your Wages more in Helsinki! than in Madrid? Evidence from ECHP,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=73445ea3eeaf7cf094332d4b905d43133be3d2fe,"Béatrice dlHombres, Giorgio Brunello. ""Does Obesity Hurt your Wages more in Helsinki! than in Madrid? Evidence from ECHP.""", 
Essays in Labor Economics,https://search.proquest.com/openview/81ab3c20552b9ada8981a2c65efbb86a/1?pq-origsite=gscholar&cbl=18750,"McAdams, John M. Essays in Labor Economics. University of California, San Diego, 2013.", 
"Are the Children of Uneducated Farmers Doubly Disadvantaged? Economic Reform, Structural Change and Intergenerational Educational Mobility in Rural …",https://www.aeaweb.org/conference/2016/retrieve.php?pdfid=13152&tk=T64h3Stn,"Emran, M. Shahe, and Yan Sun. ""Are the Children of Uneducated Farmers Doubly Disadvantaged? Economic Reform, Structural Change and Intergenerational Educational Mobility in Rural China.""", 
,,"Xiang, Jun. How institutions affect workers' well-being: An international study of differences in the gender pay gap, rates of return to education, and workers' incomplete information on wages. State University of New York at Binghamton, 2005.", 
Education and the labour market: three essays on interrelations and multiple effects during lifetime,https://books.google.com/books?hl=en&lr=&id=TwvXBXIOaLYC&oi=fnd&pg=PA1&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=3T3G0x8in0&sig=CdO6vogvo5FkHJKSrpLkHG2mOmM,"KARASIATOU, Pavlina. Education and the labour market: three essays on interrelations and multiple effects during lifetime. Presses univ. de Louvain, 2010.", 
Education for development: science and technology in third world agriculture,https://search.proquest.com/openview/44d0b73aa1bc19e224b2094290451294/1?pq-origsite=gscholar&cbl=18750&diss=y,"Ursone, Diane. Education for development: science and technology in third world agriculture. North Carolina State University, 1993.", 
Are the Children of Uneducated Farmers Doubly Disadvantaged?,https://openknowledge.worldbank.org/handle/10986/22882,"Emran, M. Shahe, and Yan Sun. ""Are the Children of Uneducated Farmers Doubly Disadvantaged?."" (2015).", 
Spatial aspects of the economic development process,https://search.proquest.com/openview/40306c9d44ea9693f3366bd09b7441d4/1?pq-origsite=gscholar&cbl=51922,"Cali, Massimiliano. Spatial aspects of the economic development process. London School of Economics and Political Science (United Kingdom), 2009.", 
The Impact of Financial Incentives on Academic Achievement and Household Behavior: Evidence from a Randomized Trial in Nepal,https://rave.ohiolink.edu/etdc/view?acc_num=osu1300977995,"Sharma, Dhiraj. ""The Impact of Financial Incentives on Academic Achievement and Household Behavior: Evidence from a Randomized Trial in Nepal."" PhD diss., The Ohio State University, 2011.", 
"The algebra obstacle: Access, race, and the math achievement gap",https://search.proquest.com/openview/49f3e3bfa92e36046ee0cb06f0f9ce28/1?pq-origsite=gscholar&cbl=18750&diss=y,"Diette, Timothy M. The algebra obstacle: Access, race, and the math achievement gap. The University of North Carolina at Chapel Hill, 2005.", 
Determinants and consequences of educational choices in the UK,https://core.ac.uk/download/pdf/47293.pdf,"Bratti, Massimiliano. ""Determinants and consequences of educational choices in the UK."" PhD diss., University of Warwick, 2004.", 
The effect of educational mismatch on wages in Europe,https://eprints.ucm.es/id/eprint/55765/,"Iriondo Múgica, I?aki, and Teodosio Pérez-Amaral. ""The effect of educational mismatch on wages in Europe."" (2016).", 
The effect of grants on university dropout rates: Evidence from the Italian case,https://www.journals.uchicago.edu/doi/abs/10.1086/710220,"Modena, Francesca, Enrico Rettore, and Giulia Martina Tanzi. ""The effect of grants on university dropout rates: Evidence from the Italian case."" Journal of Human Capital 14, no. 3 (2020): 343-370.", 
What we learn in school: Cognitive and non-cognitive skills in the educational production function,https://search.proquest.com/openview/54248a21c0ba01cce61ea685e279726a/1?pq-origsite=gscholar&cbl=18750,"García, María Emma García. What we learn in school: Cognitive and non-cognitive skills in the educational production function. Columbia University, 2013.", 
Essays on labor markets,https://search.proquest.com/openview/31c1387ed067a4fa56604562fd85c80f/1?pq-origsite=gscholar&cbl=18750,"COLONNA, Fabrizio. Essays on labor markets. University of Minnesota, 2008.", 
"Causal relation between basic education, child health and nutrition for children in sub-Saharan African countries: the case of Tanzania",http://dspace.unive.it/handle/10579/935,"Luzi, Lucia. ""Causal relation between basic education, child health and nutrition for children in sub-Saharan African countries: the case of Tanzania."" (2010).", 
Occupational choice in Vietnam: entrepreneurship or wage employment?-investigation of determinants and policy implications; final draft,https://idl-bnc-idrc.dspacedirect.org/handle/10625/54690,"Thanh, To Trung, and Nguyen Duc Hung. ""Occupational choice in Vietnam: entrepreneurship or wage employment?-investigation of determinants and policy implications; final draft."" (2015).", 
The university and the economy: pathways to growth and economic development,https://books.google.com/books?hl=en&lr=&id=Ek7fBgAAQBAJ&oi=fnd&pg=PT9&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=lq6ZCLn-2w&sig=sgL65rgebKou82ZcOYlPS4z32e4,"Geuna, Aldo, and Federica Rossi. The university and the economy: pathways to growth and economic development. Edward Elgar Publishing, 2015.", 
Wages and on-the-job training in Tunisia,https://erf.org.eg/app/uploads/2014/07/762.pdf,"Muller, Christophe, and Christophe J. Nordman. ""Wages and on-the-job training in Tunisia."" In Economic Research Forum Working Papers, no. 762. 2013.", 
Whither the Progressive Tax?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2350272,"Dessy, Sylvain, and Safa Ragued. ""Whither the Progressive Tax?."" (2013).", 
Four essays in economics of education,https://search.proquest.com/openview/d826bd602089a50579185d87a2f363bb/1?pq-origsite=gscholar&cbl=2026366,"de Sousa, Sandra Isabel Portas. ""Four essays in economics of education."" PhD diss., Universidade do Minho (Portugal), 2016.", 
Where are the returns to lifelong learning?,https://repository.essex.ac.uk/21661/,"Tabasso, Domenico, and Michael Coelli. ""Where are the returns to lifelong learning?."" Empirical Economics 57, no. 1 (2019): 205-237.", 
"Creation and expansion of firms, human capital and economic growth in transition countries",https://search.proquest.com/openview/50968080abfa54b1ddbef1da3d6663af/1?pq-origsite=gscholar&cbl=18750&diss=y,"Khitarishvili, Tamar. Creation and expansion of firms, human capital and economic growth in transition countries. University of Minnesota, 2003.", 
Essays on labor and product markets,https://search.proquest.com/openview/3c67c687e1d08ed823bdcb5d65fa77c3/1?pq-origsite=gscholar&cbl=18750,"Lee, Hakki. ""Essays on labor and product markets."" PhD diss., University of Pittsburgh, 2016.", 
VERY PRELIMINARY DRAFT,https://www.aiel.it/Old/bacheca/UDINE/free/Pozzoli.pdf,"Pozzoli, Dario. ""VERY PRELIMINARY DRAFT."" (2006).", 
The risk of investment in human capital,https://books.google.com/books?hl=en&lr=&id=Y9LvTbwIyzkC&oi=fnd&pg=PP9&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=955ulH-2c9&sig=L92pooxrQktPnsCH8dd6TZIPsSU,"Raita, Simona Maria. The risk of investment in human capital. No. 365. Rozenberg Publishers, 2005.", 
Better Lives,https://flagships.iadb.org/sites/default/files/dia/chapters/DIA-2018-Chapter-3-The-%28In%29Efficiency-of-Public-Spending.pdf,"Izquierdo, Alejandro, and Carola Pessino. ""Better Lives.""", 
High School Dropout and Youth Labour Market outcomes in Sub-Saharan Africa: Evidence from South Africa,https://scholar.archive.org/work/4qjyd4kd4nc27jikxfiznm5bmi/access/wayback/https://kar.kent.ac.uk/81160/1/228High_School_Dropout_and_Youth_Labour_Market_outcomes_in_Sub-Saharan_Africa_Ev.pdf,"Eigbiremolen, Godstime Osekhebhen. ""High School Dropout and Youth Labour Market outcomes in Sub-Saharan Africa: Evidence from South Africa."" PhD diss., University of Kent, 2019.", 
Critical issues in China's growth and development,https://www.taylorfrancis.com/books/mono/10.4324/9781351160681/critical-issues-china-growth-development-eden-yu,"Eden, S. H. Critical issues in China's growth and development. Routledge, 2017.", 
The wage effects of over-education among young STEM graduates,https://www.worldscientific.com/doi/abs/10.1142/S0217590817500059,"Park, Kihong, and Dooseok Jang. ""The wage effects of over-education among young STEM graduates."" The Singapore Economic Review 64, no. 05 (2019): 1351-1370.", 
